,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
525242,28/8/2022,13:15:00,13:30:00,LineaB,LineaB_Malabia_N_Turn04,Malabia,29,0,0,29
445284,24/8/2022,10:00:00,10:15:00,LineaA,LineaA_Lima_S_Turn02,Lima,24,0,0,24
438343,23/8/2022,21:30:00,21:45:00,LineaA,LineaA_Loria_N_Turn03,Loria,5,1,1,7
574802,30/8/2022,22:30:00,22:45:00,LineaA,LineaA_Alberti_Turn02,Alberti,5,0,0,5
68231,4/8/2022,11:15:00,11:30:00,LineaB,LineaB_Uruguay_N_Turn02,Uruguay,14,0,0,14
36663,2/8/2022,19:00:00,19:15:00,LineaB,LineaB_Dorrego_S_Turn01,Dorrego,11,0,1,12
169334,9/8/2022,16:15:00,16:30:00,LineaA,LineaA_Peru_N_Turn02,Peru,3,0,1,4
455624,24/8/2022,18:30:00,18:45:00,LineaB,LineaB_Lacroze_S_Turn02,Federico Lacroze,8,0,0,8
494806,26/8/2022,17:15:00,17:30:00,LineaB,LineaB_JMRosas_Este_Turn03,Rosas,65,0,4,69
438549,23/8/2022,21:30:00,21:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,1,0,0,1
511534,27/8/2022,15:30:00,15:45:00,LineaB,LineaB_Lacroze_O_Turn05,Federico Lacroze,3,0,0,3
502994,27/8/2022,07:30:00,07:45:00,LineaC,LineaC_SanMartin_N_Turn03,General San Martin,1,0,0,1
199011,11/8/2022,06:30:00,06:45:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,9,0,0,9
256403,13/8/2022,22:15:00,22:30:00,LineaC,LineaC_Indepen_Turn02,Independencia,11,0,0,11
589366,31/8/2022,17:15:00,17:30:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,32,0,0,32
266246,14/8/2022,16:15:00,16:30:00,LineaB,LineaB_Uruguay_S_Turn04,Uruguay,23,0,0,23
212180,11/8/2022,17:30:00,17:45:00,LineaB,LineaB_Pasteur_N_Turn03,Pasteur,23,0,3,26
356416,19/8/2022,14:30:00,14:45:00,LineaA,LineaA_PJunta_S_Turn02,Primera Junta,17,0,1,18
198567,11/8/2022,06:00:00,06:15:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,6,0,0,6
124125,7/8/2022,10:30:00,10:45:00,LineaC,LineaC_SanJuan_Turn03,San Juan,4,0,0,4
408623,22/8/2022,13:30:00,13:45:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,49,0,3,52
21473,2/8/2022,06:15:00,06:30:00,LineaB,LineaB_Lacroze_E_Turn02,Federico Lacroze,3,0,0,3
372958,20/8/2022,12:00:00,12:15:00,LineaC,LineaC_DNorte_S_Turn02,Diagonal Norte,7,0,0,7
525763,28/8/2022,13:45:00,14:00:00,LineaB,LineaB_Tronador_Turn01,Tronador,8,0,0,8
41767,3/8/2022,06:00:00,06:15:00,LineaB,LineaB_Dorrego_S_Turn01,Dorrego,2,0,0,2
408847,22/8/2022,13:45:00,14:00:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,18,0,0,18
149273,8/8/2022,16:30:00,16:45:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,25,0,0,25
278974,15/8/2022,14:30:00,14:45:00,LineaC,LineaC_Moreno_S_Turn02,Mariano Moreno,6,0,0,6
110231,6/8/2022,12:45:00,13:00:00,LineaA,LineaA_Puan_O_Turn02,Puan,12,0,0,12
490807,26/8/2022,14:00:00,14:15:00,LineaB,LineaB_Malabia_S_Turn01,Malabia,21,0,0,21
558805,30/8/2022,08:45:00,09:00:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,33,0,1,34
198430,11/8/2022,06:00:00,06:15:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,1,0,0,1
174302,9/8/2022,20:15:00,20:30:00,LineaA,LineaA_Alberti_Turn02,Alberti,15,0,2,17
352338,19/8/2022,11:00:00,11:15:00,LineaA,LineaA_SanPedrito_Este_Turn01,San Pedrito,50,0,1,51
114704,6/8/2022,16:45:00,17:00:00,LineaA,LineaA_Loria_N_Turn03,Loria,9,0,0,9
446870,24/8/2022,11:15:00,11:30:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,33,0,1,34
353400,19/8/2022,12:00:00,12:15:00,LineaB,LineaB_Lacroze_O_Turn07,Federico Lacroze,14,0,1,15
226666,12/8/2022,12:45:00,13:00:00,LineaA,LineaA_Flores_Este_Turn01,Flores,29,1,13,43
153719,8/8/2022,20:15:00,20:30:00,LineaA,LineaA_Peru_S_Turn04,Peru,0,0,2,2
364193,19/8/2022,21:00:00,21:15:00,LineaB,LineaB_Florida_E_Turn02,Florida,9,0,0,9
594564,31/8/2022,21:45:00,22:00:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,18,0,1,19
122143,7/8/2022,08:15:00,08:30:00,LineaB,LineaB_Gardel_N_Turn03,Carlos Gardel,6,0,0,6
390931,21/8/2022,13:45:00,14:00:00,LineaB,LineaB_Medrano_N_Turn02,Medrano,7,0,0,7
91125,5/8/2022,13:00:00,13:15:00,LineaB,LineaB_Malabia_S_Turn02,Malabia,18,0,7,25
563385,30/8/2022,12:30:00,12:45:00,LineaB,LineaB_Medrano_N_Turn02,Medrano,45,0,3,48
561075,30/8/2022,10:30:00,10:45:00,LineaC,LineaC_SanJuan_Turn01,San Juan,19,0,2,21
163949,9/8/2022,11:45:00,12:00:00,LineaC,LineaC_Constitucion_Turn17,Constitucion,80,0,4,84
399845,22/8/2022,05:45:00,06:00:00,LineaC,LineaC_SanJuan_Turn03,San Juan,1,0,0,1
99375,5/8/2022,19:45:00,20:00:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,23,0,0,23
37883,2/8/2022,20:00:00,20:15:00,LineaC,LineaC_AVMayo_N_Turn01,Avenida de Mayo,2,0,0,2
184205,10/8/2022,11:30:00,11:45:00,LineaA,LineaA_Peru_N_Turn02,Peru,1,0,0,1
