,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
562219,30/8/2022,11:30:00,11:45:00,LineaC,LineaC_Constitucion_Turn26,Constitucion,25,0,0,25
279667,15/8/2022,15:15:00,15:30:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,18,0,2,20
390379,21/8/2022,13:15:00,13:30:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,7,0,0,7
517468,27/8/2022,21:00:00,21:15:00,LineaA,LineaA_SnzPena_N_Turn02,Saenz Peña ,5,0,0,5
223269,12/8/2022,09:45:00,10:00:00,LineaB,LineaB_Pasteur_S_Turn02,Pasteur,25,0,0,25
410501,22/8/2022,15:15:00,15:30:00,LineaA,LineaA_Acoyte_N_Turn01,Acoyte,16,0,1,17
467073,25/8/2022,11:00:00,11:15:00,LineaA,LineaA_Flores_Este_Turn01,Flores,31,0,2,33
402759,22/8/2022,08:30:00,08:45:00,LineaA,LineaA_Carabobo_E_Turn02,Carabobo,42,0,5,47
379682,20/8/2022,18:15:00,18:30:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,13,0,2,15
555668,30/8/2022,05:45:00,06:00:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,8,0,0,8
359630,19/8/2022,17:00:00,17:15:00,LineaB,LineaB_Lacroze_E_Turn05,Federico Lacroze,0,0,1,1
486741,26/8/2022,10:45:00,11:00:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,16,0,0,16
152614,8/8/2022,19:15:00,19:30:00,LineaA,LineaA_Alberti_Turn01,Alberti,10,0,3,13
481968,26/8/2022,06:45:00,07:00:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,20,0,2,22
314758,17/8/2022,12:00:00,12:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,21,0,4,25
216908,11/8/2022,21:45:00,22:00:00,LineaB,LineaB_LosIncas_Turn02,Los Incas,5,0,0,5
158102,9/8/2022,06:45:00,07:00:00,LineaC,LineaC_Moreno_S_Turn03,Mariano Moreno,4,0,0,4
455682,24/8/2022,18:45:00,19:00:00,LineaA,LineaA_CBarros_S_Asc01,Castro Barros,5,0,0,5
574001,30/8/2022,21:45:00,22:00:00,LineaC,LineaC_Constitucion_Turn18,Constitucion,2,0,0,2
314530,17/8/2022,11:45:00,12:00:00,LineaA,LineaA_Carabobo_E_Turn03,Carabobo,14,0,1,15
30996,2/8/2022,14:30:00,14:45:00,LineaA,LineaA_Carabobo_E_Turn01,Carabobo,12,0,1,13
550274,29/8/2022,18:30:00,18:45:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,41,0,1,42
537414,29/8/2022,08:00:00,08:15:00,LineaB,LineaB_Florida_O_Turn03,Florida,9,0,0,9
138612,8/8/2022,07:30:00,07:45:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,47,0,2,49
151762,8/8/2022,18:30:00,18:45:00,LineaB,LineaB_Uruguay_S_Turn03,Uruguay,57,0,6,63
326737,18/8/2022,06:30:00,06:45:00,LineaA,LineaA_RJaneiro_N_Turn03,Rio de Janeiro,18,0,0,18
566027,30/8/2022,14:45:00,15:00:00,LineaC,LineaC_Constitucion_Turn17,Constitucion,26,0,1,27
77447,4/8/2022,18:45:00,19:00:00,LineaA,LineaA_PMayo_O_Turn04,Plaza de Mayo,17,0,0,17
352982,19/8/2022,11:30:00,11:45:00,LineaA,LineaA_RJaneiro_S_Turn01,Rio de Janeiro,14,0,3,17
531070,28/8/2022,18:45:00,19:00:00,LineaA,LineaA_Acoyte_N_Turn03,Acoyte,6,0,0,6
375747,20/8/2022,14:30:00,14:45:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,49,0,0,49
63063,4/8/2022,06:45:00,07:00:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,8,0,1,9
302064,16/8/2022,18:30:00,18:45:00,LineaB,LineaB_Florida_E_Turn02,Florida,20,0,0,20
50611,3/8/2022,13:30:00,13:45:00,LineaA,LineaA_Puan_O_Turn02,Puan,12,0,1,13
408436,22/8/2022,13:15:00,13:30:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,14,0,0,14
258421,14/8/2022,08:45:00,09:00:00,LineaA,LineaA_Loria_N_Turn02,Loria,5,0,0,5
173470,9/8/2022,19:30:00,19:45:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,8,0,0,8
358074,19/8/2022,15:45:00,16:00:00,LineaC,LineaC_SanMartin_S_Turn02,General San Martin,3,0,0,3
316521,17/8/2022,14:15:00,14:30:00,LineaA,LineaA_Congreso_N_Turn03,Congreso,0,0,2,2
511598,27/8/2022,15:30:00,15:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn03,Plaza Miserere,28,0,0,28
373552,20/8/2022,12:30:00,12:45:00,LineaA,LineaA_Miserere_S_Turn02,Plaza Miserere,87,0,1,88
69673,4/8/2022,12:15:00,12:30:00,LineaB,LineaB_Gallardo_N_Turn02,Angel Gallardo,44,0,1,45
167634,9/8/2022,14:45:00,15:00:00,LineaA,LineaA_Peru_S_Asc01,Peru,2,0,0,2
8733,1/8/2022,13:00:00,13:15:00,LineaC,LineaC_Retiro_Turn02,Retiro,5,0,1,6
68867,4/8/2022,11:45:00,12:00:00,LineaA,LineaA_Peru_S_Turn04,Peru,8,0,4,12
192632,10/8/2022,18:15:00,18:30:00,LineaA,LineaA_Loria_N_Turn02,Loria,19,0,5,24
33185,2/8/2022,16:15:00,16:30:00,LineaB,LineaB_Lacroze_S_Turn01,Federico Lacroze,3,0,0,3
159275,9/8/2022,07:45:00,08:00:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,63,0,0,63
575655,31/8/2022,05:30:00,05:45:00,LineaB,LineaB_Echeverria_Este_Turn02,Echeverria,2,0,0,2
398209,21/8/2022,21:00:00,21:15:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,18,0,0,18
292348,16/8/2022,10:15:00,10:30:00,LineaC,LineaC_Moreno_N_Turn02,Mariano Moreno,3,0,0,3
430313,23/8/2022,14:30:00,14:45:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,35,0,0,35
200948,11/8/2022,08:15:00,08:30:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,44,0,1,45
526557,28/8/2022,14:30:00,14:45:00,LineaA,LineaA_Acoyte_N_Turn02,Acoyte,11,0,0,11
290912,16/8/2022,09:15:00,09:30:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,50,0,3,53
284893,15/8/2022,20:30:00,20:45:00,LineaA,LineaA_Lima_S_Turn01,Lima,9,0,0,9
440427,24/8/2022,05:45:00,06:00:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,3,0,0,3
230552,12/8/2022,15:45:00,16:00:00,LineaA,LineaA_Acoyte_N_Turn05,Acoyte,32,0,3,35
100547,5/8/2022,20:45:00,21:00:00,LineaB,LineaB_Tronador_Turn01,Tronador,13,0,0,13
370955,20/8/2022,10:15:00,10:30:00,LineaA,LineaA_Loria_S_Turn01,Loria,8,0,0,8
34782,2/8/2022,17:30:00,17:45:00,LineaB,LineaB_Dorrego_N_Turn03,Dorrego,33,0,1,34
345581,18/8/2022,23:00:00,23:15:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,6,0,0,6
430328,23/8/2022,14:30:00,14:45:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,42,0,0,42
412246,22/8/2022,16:30:00,16:45:00,LineaB,LineaB_Pellegrini_E_Turn05,Carlos Pellegrini,99,0,1,100
3476,1/8/2022,08:30:00,08:45:00,LineaA,LineaA_Lima_S_Turn01,Lima,10,0,3,13
349340,19/8/2022,08:30:00,08:45:00,LineaA,LineaA_PJunta_S_Turn05,Primera Junta,47,0,4,51
144412,8/8/2022,12:30:00,12:45:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,39,0,2,41
235550,12/8/2022,20:00:00,20:15:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,11,0,0,11
192153,10/8/2022,18:00:00,18:15:00,LineaA,LineaA_Piedras_S_Turn03,Piedras,128,0,4,132
425314,23/8/2022,10:30:00,10:45:00,LineaC,LineaC_DNorte_N_Turn03,Diagonal Norte,8,0,1,9
576881,31/8/2022,06:45:00,07:00:00,LineaB,LineaB_Lacroze_O_Turn02,Federico Lacroze,29,0,1,30
324602,17/8/2022,22:15:00,22:30:00,LineaA,LineaA_Acoyte_N_Turn05,Acoyte,7,0,0,7
519069,27/8/2022,22:30:00,22:45:00,LineaC,LineaC_SanMartin_N_Turn03,General San Martin,3,0,0,3
4259,1/8/2022,09:15:00,09:30:00,LineaB,LineaB_Pasteur_N_Turn03,Pasteur,4,0,0,4
297546,16/8/2022,14:45:00,15:00:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,8,0,0,8
103767,6/8/2022,06:30:00,06:45:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,3,0,0,3
408743,22/8/2022,13:45:00,14:00:00,LineaA,LineaA_Loria_N_Turn03,Loria,20,0,0,20
242471,13/8/2022,09:15:00,09:30:00,LineaB,LineaB_Medrano_S_Turn02,Medrano,9,0,0,9
426252,23/8/2022,11:15:00,11:30:00,LineaA,LineaA_PMayo_O_Turn01,Plaza de Mayo,12,0,0,12
429347,23/8/2022,13:45:00,14:00:00,LineaB,LineaB_Dorrego_N_Turn05,Dorrego,32,0,6,38
76440,4/8/2022,18:00:00,18:15:00,LineaA,LineaA_Miserere_S_Turn01,Plaza Miserere,0,0,1,1
182047,10/8/2022,09:30:00,09:45:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,42,0,1,43
50441,3/8/2022,13:30:00,13:45:00,LineaC,LineaC_Retiro_Turn04,Retiro,9,0,0,9
130992,7/8/2022,17:15:00,17:30:00,LineaB,LineaB_JMRosas_Oeste_Turn08,Rosas,10,0,0,10
432948,23/8/2022,16:45:00,17:00:00,LineaA,LineaA_Acoyte_N_Turn01,Acoyte,18,0,1,19
95207,5/8/2022,16:15:00,16:30:00,LineaA,LineaA_SnzPena_N_Turn02,Saenz Peña ,14,0,1,15
364883,19/8/2022,21:30:00,21:45:00,LineaB,LineaB_Malabia_N_Turn02,Malabia,9,0,0,9
424156,23/8/2022,09:30:00,09:45:00,LineaC,LineaC_Indepen_Turn04,Independencia,5,0,2,7
245728,13/8/2022,12:15:00,12:30:00,LineaB,LineaB_Medrano_S_Turn02,Medrano,39,0,0,39
215218,11/8/2022,20:00:00,20:15:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,45,0,3,48
333292,18/8/2022,12:15:00,12:30:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,11,0,2,13
493153,26/8/2022,16:00:00,16:15:00,LineaC,LineaC_Moreno_S_Turn01,Mariano Moreno,36,0,0,36
475611,25/8/2022,18:30:00,18:45:00,LineaB,LineaB_Malabia_S_Turn02,Malabia,16,0,0,16
397564,21/8/2022,20:30:00,20:45:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,37,0,1,38
92013,5/8/2022,13:45:00,14:00:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,0,0,7,7
216700,11/8/2022,21:30:00,21:45:00,LineaB,LineaB_Gardel_S_Turn01,Carlos Gardel,12,0,0,12
234643,12/8/2022,19:15:00,19:30:00,LineaA,LineaA_Congreso_N_Turn03,Congreso,11,0,3,14
64153,4/8/2022,07:45:00,08:00:00,LineaB,LineaB_Alem_S_Turn02,Leandro N. Alem,62,0,1,63
441662,24/8/2022,07:00:00,07:15:00,LineaA,LineaA_Acoyte_N_Turn04,Acoyte,30,0,2,32
483688,26/8/2022,08:15:00,08:30:00,LineaB,LineaB_Alem_N_Turn03,Leandro N. Alem,13,0,0,13
243321,13/8/2022,10:15:00,10:30:00,LineaB,LineaB_JMRosas_Oeste_Turn05,Rosas,15,0,0,15
200208,11/8/2022,07:30:00,07:45:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,43,0,1,44
481859,26/8/2022,06:30:00,06:45:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,2,0,1,3
521283,28/8/2022,09:15:00,09:30:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,6,0,1,7
540292,29/8/2022,10:15:00,10:30:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,29,0,0,29
329116,18/8/2022,08:45:00,09:00:00,LineaA,LineaA_Peru_S_Turn05,Peru,1,0,2,3
330447,18/8/2022,09:45:00,10:00:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,36,0,1,37
434822,23/8/2022,18:15:00,18:30:00,LineaB,LineaB_CallaoB_N_Turn01,Callao.B,24,0,4,28
552462,29/8/2022,20:30:00,20:45:00,LineaB,LineaB_Pueyr_S_Turn02,Pueyrredon,4,0,0,4
330853,18/8/2022,10:15:00,10:30:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,51,0,2,53
539061,29/8/2022,09:15:00,09:30:00,LineaA,LineaA_Flores_Este_Turn02,Flores,40,0,0,40
399224,21/8/2022,22:15:00,22:30:00,LineaC,LineaC_DNorte_S_Turn01,Diagonal Norte,2,0,0,2
107095,6/8/2022,09:45:00,10:00:00,LineaA,LineaA_CBarros_N_Turn03,Castro Barros,22,0,0,22
139493,8/8/2022,08:15:00,08:30:00,LineaA,LineaA_Miserere_S_Turn02,Plaza Miserere,28,0,0,28
326878,18/8/2022,06:45:00,07:00:00,LineaB,LineaB_Medrano_S_Turn02,Medrano,14,0,0,14
214238,11/8/2022,19:15:00,19:30:00,LineaA,LineaA_Peru_N_Turn02,Peru,1,0,0,1
340674,18/8/2022,18:30:00,18:45:00,LineaA,LineaA_Carabobo_E_Turn04,Carabobo,18,0,0,18
43369,3/8/2022,07:30:00,07:45:00,LineaC,LineaC_SanJuan_Turn03,San Juan,14,0,1,15
120794,6/8/2022,22:45:00,23:00:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,4,0,0,4
156822,9/8/2022,05:30:00,05:45:00,LineaA,LineaA_PJunta_S_Turn02,Primera Junta,6,0,0,6
513016,27/8/2022,16:45:00,17:00:00,LineaA,LineaA_Flores_Este_Turn02,Flores,14,0,0,14
539339,29/8/2022,09:30:00,09:45:00,LineaA,LineaA_Congreso_N_Turn03,Congreso,28,0,0,28
203581,11/8/2022,10:15:00,10:30:00,LineaC,LineaC_Retiro_Turn06,Retiro,19,0,0,19
358457,19/8/2022,16:15:00,16:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn01,Plaza Miserere,0,0,4,4
455268,24/8/2022,18:15:00,18:30:00,LineaA,LineaA_Flores_Oeste_Turn02,Flores,32,0,3,35
50380,3/8/2022,13:30:00,13:45:00,LineaA,LineaA_SnzPena_S_Turn03,Saenz Peña ,40,0,4,44
506831,27/8/2022,11:15:00,11:30:00,LineaC,LineaC_SanJuan_Turn01,San Juan,21,0,0,21
159580,9/8/2022,08:00:00,08:15:00,LineaC,LineaC_Retiro_Turn08,Retiro,8,0,0,8
480059,25/8/2022,22:30:00,22:45:00,LineaB,LineaB_Pueyr_S_Turn03,Pueyrredon,4,0,0,4
36857,2/8/2022,19:15:00,19:30:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,17,0,5,22
35000,2/8/2022,17:45:00,18:00:00,LineaC,LineaC_SanMartin_S_Turn02,General San Martin,9,0,0,9
251139,13/8/2022,17:15:00,17:30:00,LineaB,LineaB_Uruguay_N_Turn03,Uruguay,4,0,0,4
141995,8/8/2022,10:30:00,10:45:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,16,0,0,16
436624,23/8/2022,19:45:00,20:00:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,30,0,1,31
542487,29/8/2022,12:15:00,12:30:00,LineaA,LineaA_Flores_Oeste_Turn04,Flores,21,0,6,27
497496,26/8/2022,19:30:00,19:45:00,LineaC,LineaC_Moreno_N_Turn03,Mariano Moreno,5,0,1,6
466325,25/8/2022,10:30:00,10:45:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,53,0,4,57
122898,7/8/2022,09:15:00,09:30:00,LineaB,LineaB_JMRosas_Oeste_Turn07,Rosas,9,0,0,9
111147,6/8/2022,13:30:00,13:45:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,1,0,0,1
210324,11/8/2022,16:00:00,16:15:00,LineaA,LineaA_PJunta_N_Turn03,Primera Junta,12,0,2,14
200759,11/8/2022,08:00:00,08:15:00,LineaA,LineaA_Peru_S_Turn03,Peru,14,0,5,19
482534,26/8/2022,07:15:00,07:30:00,LineaC,LineaC_Indepen_Turn03,Independencia,24,0,2,26
159217,9/8/2022,07:45:00,08:00:00,LineaB,LineaB_Malabia_N_Turn03,Malabia,49,0,5,54
162521,9/8/2022,10:30:00,10:45:00,LineaA,LineaA_Acoyte_N_Turn04,Acoyte,23,0,0,23
383292,20/8/2022,21:45:00,22:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn02,Plaza Miserere,6,0,0,6
70510,4/8/2022,13:00:00,13:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,24,0,4,28
52523,3/8/2022,15:15:00,15:30:00,LineaC,LineaC_AVMayo_N_Turn01,Avenida de Mayo,21,0,0,21
382091,20/8/2022,20:30:00,20:45:00,LineaB,LineaB_Gardel_S_Turn01,Carlos Gardel,32,0,1,33
585170,31/8/2022,13:45:00,14:00:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,13,0,3,16
1401,1/8/2022,06:45:00,07:00:00,LineaB,LineaB_Tronador_Turn03,Tronador,13,0,0,13
308591,17/8/2022,06:45:00,07:00:00,LineaA,LineaA_Alberti_Turn03,Alberti,1,0,1,2
216216,11/8/2022,21:00:00,21:15:00,LineaC,LineaC_Moreno_S_Turn02,Mariano Moreno,5,0,0,5
485050,26/8/2022,09:15:00,09:30:00,LineaA,LineaA_PMayo_O_Turn03,Plaza de Mayo,1,0,0,1
350003,19/8/2022,09:00:00,09:15:00,LineaC,LineaC_Lavalle_N_Turn01,Lavalle,1,0,1,2
286008,15/8/2022,21:45:00,22:00:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,5,0,0,5
361256,19/8/2022,18:30:00,18:45:00,LineaB,LineaB_Alem_N_Turn04,Leandro N. Alem,8,0,0,8
354327,19/8/2022,12:45:00,13:00:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,37,0,3,40
294395,16/8/2022,12:00:00,12:15:00,LineaB,LineaB_Lacroze_O_Turn03,Federico Lacroze,23,0,5,28
260691,14/8/2022,11:00:00,11:15:00,LineaB,LineaB_Lacroze_E_Turn04,Federico Lacroze,10,0,0,10
537891,29/8/2022,08:15:00,08:30:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,64,0,1,65
283676,15/8/2022,19:15:00,19:30:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,1,0,0,1
270675,14/8/2022,20:30:00,20:45:00,LineaB,LineaB_Gardel_S_Turn01,Carlos Gardel,20,0,0,20
347052,19/8/2022,06:30:00,06:45:00,LineaC,LineaC_Indepen_Turn03,Independencia,2,0,1,3
593266,31/8/2022,20:45:00,21:00:00,LineaB,LineaB_Lacroze_O_Turn08,Federico Lacroze,8,0,1,9
246051,13/8/2022,12:45:00,13:00:00,LineaC,LineaC_DNorte_N_ASC01,Diagonal Norte,1,0,0,1
458385,24/8/2022,21:00:00,21:15:00,LineaB,LineaB_Alem_N_Turn04,Leandro N. Alem,1,0,0,1
325155,17/8/2022,23:00:00,23:15:00,LineaC,LineaC_Constitucion_Turn14,Constitucion,5,0,0,5
344796,18/8/2022,22:00:00,22:15:00,LineaA,LineaA_Piedras_S_Turn03,Piedras,13,0,0,13
405821,22/8/2022,11:15:00,11:30:00,LineaC,LineaC_AVMayo_N_Turn01,Avenida de Mayo,7,0,0,7
568370,30/8/2022,16:45:00,17:00:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,33,0,1,34
326147,18/8/2022,06:00:00,06:15:00,LineaB,LineaB_Tronador_Turn02,Tronador,2,0,0,2
574594,30/8/2022,22:15:00,22:30:00,LineaA,LineaA_Congreso_N_Turn02,Congreso,0,0,1,1
443571,24/8/2022,08:30:00,08:45:00,LineaA,LineaA_Loria_S_Turn02,Loria,20,0,1,21
400795,22/8/2022,06:45:00,07:00:00,LineaB,LineaB_JMRosas_Oeste_Turn05,Rosas,0,0,1,1
454335,24/8/2022,17:30:00,17:45:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,18,0,0,18
551007,29/8/2022,19:15:00,19:30:00,LineaC,LineaC_AVMayo_N_Turn02,Avenida de Mayo,6,0,0,6
371701,20/8/2022,10:45:00,11:00:00,LineaC,LineaC_Constitucion_Plaza_Turn10,Constitucion,43,0,0,43
97448,5/8/2022,18:00:00,18:15:00,LineaC,LineaC_Moreno_N_Turn01,Mariano Moreno,7,0,0,7
560554,30/8/2022,10:15:00,10:30:00,LineaB,LineaB_LosIncas_Turn04,Los Incas,27,0,0,27
242691,13/8/2022,09:30:00,09:45:00,LineaB,LineaB_Dorrego_N_Turn04,Dorrego,7,0,0,7
48417,3/8/2022,11:45:00,12:00:00,LineaA,LineaA_Lima_S_Turn03,Lima,22,0,1,23
415194,22/8/2022,19:00:00,19:15:00,LineaC,LineaC_Lavalle_S_Turn01,Lavalle,31,0,0,31
463103,25/8/2022,07:45:00,08:00:00,LineaC,LineaC_Indepen_Turn02,Independencia,26,0,1,27
172528,9/8/2022,18:45:00,19:00:00,LineaC,LineaC_Constitucion_Turn17,Constitucion,25,0,2,27
465095,25/8/2022,09:30:00,09:45:00,LineaA,LineaA_Loria_N_Turn03,Loria,34,0,0,34
492794,26/8/2022,15:45:00,16:00:00,LineaB,LineaB_Pueyr_N_Turn02,Pueyrredon,19,0,0,19
503251,27/8/2022,07:45:00,08:00:00,LineaA,LineaA_Puan_E_Turn01,Puan,5,0,0,5
447054,24/8/2022,11:30:00,11:45:00,LineaA,LineaA_Congreso_S_Turn01,Congreso,8,0,0,8
172498,9/8/2022,18:45:00,19:00:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,9,0,0,9
242023,13/8/2022,09:00:00,09:15:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,11,0,0,11
504343,27/8/2022,08:45:00,09:00:00,LineaB,LineaB_Uruguay_S_Turn03,Uruguay,4,0,0,4
473902,25/8/2022,17:15:00,17:30:00,LineaB,LineaB_Dorrego_S_Turn01,Dorrego,13,0,0,13
362176,19/8/2022,19:15:00,19:30:00,LineaB,LineaB_LosIncas_Turn02,Los Incas,24,0,2,26
141271,8/8/2022,09:45:00,10:00:00,LineaB,LineaB_Malabia_N_Turn02,Malabia,30,0,0,30
178270,10/8/2022,06:15:00,06:30:00,LineaA,LineaA_Puan_E_Turn02,Puan,7,0,0,7
415141,22/8/2022,19:00:00,19:15:00,LineaB,LineaB_Lacroze_S_Turn02,Federico Lacroze,4,0,1,5
484037,26/8/2022,08:30:00,08:45:00,LineaC,LineaC_Lavalle_N_Turn01,Lavalle,2,0,0,2
460649,25/8/2022,05:15:00,05:30:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,1,0,0,1
163255,9/8/2022,11:00:00,11:15:00,LineaB,LineaB_Dorrego_N_Turn02,Dorrego,12,0,1,13
114473,6/8/2022,16:45:00,17:00:00,LineaB,LineaB_Dorrego_S_Turn02,Dorrego,4,0,0,4
339743,18/8/2022,17:30:00,17:45:00,LineaA,LineaA_SanPedrito_Este_Turn03,San Pedrito,74,1,6,81
434690,23/8/2022,18:15:00,18:30:00,LineaB,LineaB_Medrano_N_Turn04,Medrano,0,0,1,1
356342,19/8/2022,14:30:00,14:45:00,LineaA,LineaA_Flores_Oeste_Turn04,Flores,11,0,2,13
84959,5/8/2022,07:45:00,08:00:00,LineaB,LineaB_Lacroze_S_Turn01,Federico Lacroze,4,0,0,4
192751,10/8/2022,18:30:00,18:45:00,LineaB,LineaB_Lacroze_O_Turn05,Federico Lacroze,8,0,1,9
553267,29/8/2022,21:15:00,21:30:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,14,0,0,14
381900,20/8/2022,20:15:00,20:30:00,LineaB,LineaB_Uruguay_N_Turn03,Uruguay,3,0,0,3
111364,6/8/2022,13:45:00,14:00:00,LineaA,LineaA_Flores_Oeste_Turn03,Flores,10,0,0,10
561010,30/8/2022,10:30:00,10:45:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,29,0,2,31
180875,10/8/2022,08:30:00,08:45:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,53,0,0,53
73603,4/8/2022,15:30:00,15:45:00,LineaA,LineaA_Peru_S_Asc01,Peru,3,0,0,3
191554,10/8/2022,17:30:00,17:45:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,142,0,1,143
553301,29/8/2022,21:15:00,21:30:00,LineaA,LineaA_SanPedrito_Este_Turn05,San Pedrito,8,0,0,8
417897,22/8/2022,21:30:00,21:45:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,7,0,0,7
324325,17/8/2022,22:00:00,22:15:00,LineaC,LineaC_Retiro_Turn06,Retiro,2,0,0,2
52685,3/8/2022,15:15:00,15:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn04,Plaza Miserere,20,0,0,20
316899,17/8/2022,14:45:00,15:00:00,LineaB,LineaB_Pasteur_N_Turn01,Pasteur,27,1,3,31
165194,9/8/2022,12:45:00,13:00:00,LineaB,LineaB_Uruguay_N_Turn01,Uruguay,14,0,7,21
506017,27/8/2022,10:30:00,10:45:00,LineaA,LineaA_Miserere_S_Turn03,Plaza Miserere,20,0,0,20
7573,1/8/2022,12:00:00,12:15:00,LineaA,LineaA_RJaneiro_S_Turn01,Rio de Janeiro,22,0,0,22
282232,15/8/2022,17:45:00,18:00:00,LineaB,LineaB_Alem_S_Turn02,Leandro N. Alem,20,0,0,20
384975,21/8/2022,00:00:00,00:15:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,2,0,0,2
239371,13/8/2022,06:15:00,06:30:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,10,0,0,10
2938,1/8/2022,08:00:00,08:15:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,43,0,2,45
315389,17/8/2022,12:45:00,13:00:00,LineaB,LineaB_Lacroze_O_Turn01,Federico Lacroze,18,0,7,25
461086,25/8/2022,05:45:00,06:00:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,1,0,0,1
311169,17/8/2022,09:00:00,09:15:00,LineaB,LineaB_JMRosas_Oeste_Turn04,Rosas,73,0,0,73
278103,15/8/2022,13:30:00,13:45:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,1,0,0,1
136689,8/8/2022,05:45:00,06:00:00,LineaA,LineaA_Alberti_Turn01,Alberti,2,0,0,2
239464,13/8/2022,06:15:00,06:30:00,LineaA,LineaA_SanPedrito_Oeste_Turn01,San Pedrito,7,0,0,7
141529,8/8/2022,10:00:00,10:15:00,LineaC,LineaC_AVMayo_N_Turn02,Avenida de Mayo,5,0,0,5
74697,4/8/2022,16:30:00,16:45:00,LineaB,LineaB_Malabia_N_Turn03,Malabia,61,0,6,67
413889,22/8/2022,18:00:00,18:15:00,LineaB,LineaB_Tronador_Turn03,Tronador,66,0,0,66
345022,18/8/2022,22:15:00,22:30:00,LineaB,LineaB_Alem_S_Turn03,Leandro N. Alem,7,0,1,8
534147,28/8/2022,21:45:00,22:00:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,16,0,0,16
